id	filename	md5	size	state
0737eb23-c066-4522-8f5c-dbb4b3b516b0	0737eb23-c066-4522-8f5c-dbb4b3b516b0/a0c9ebdf-951b-4d8d-aa79-3ff1c82342cd.rna_seq.augmented_star_gene_counts.tsv	344cd663e35a9e4746e58f3a92188710	4227073	validated
0766019a-c9b7-4224-973e-f1cfa16082ac	0766019a-c9b7-4224-973e-f1cfa16082ac/b6ddcda9-dad4-4e70-b12a-db197a496713.rna_seq.augmented_star_gene_counts.tsv	f58855fb039b29a30fc9310bbc29613a	4259546	validated
0c09a94d-8885-49fb-91c1-aa0ebf52386a	0c09a94d-8885-49fb-91c1-aa0ebf52386a/f57240f6-a5e4-4a9f-81d7-b59616d865dd.rna_seq.augmented_star_gene_counts.tsv	56de3d04eb108c90826420c173cf9e2b	4247849	validated
1098101e-1770-4055-ae41-d6c15e1c7b90	1098101e-1770-4055-ae41-d6c15e1c7b90/19853c82-c205-4af9-badd-82946eec14ad.rna_seq.augmented_star_gene_counts.tsv	53c7ca5b2ef9c8078a6174b9d92e48de	4239323	validated
119e7a6c-7fd1-4a2d-bfdc-35cb13d39414	119e7a6c-7fd1-4a2d-bfdc-35cb13d39414/6460f151-7102-476d-b03b-fb4ea776b1ea.rna_seq.augmented_star_gene_counts.tsv	a60197ff9046416f7a5a6834377e84d8	4228464	validated
129f7ee5-6342-4a24-9317-d52462ce6a70	129f7ee5-6342-4a24-9317-d52462ce6a70/059b5dc1-45f7-4d7c-b07a-878b6db6d881.rna_seq.augmented_star_gene_counts.tsv	3d36ac641444458dae35b1bc7beed92e	4227408	validated
12f5eaa4-9f64-4465-bfa6-3d9307e9f980	12f5eaa4-9f64-4465-bfa6-3d9307e9f980/2f966635-6a77-4205-9bab-df5940a973aa.rna_seq.augmented_star_gene_counts.tsv	914d8ad3782376433aefd88dc523a086	4218314	validated
13f74ba9-96c5-4074-9589-3ce0e183c0e9	13f74ba9-96c5-4074-9589-3ce0e183c0e9/c649e0cf-b787-4d0c-bab6-d81f7e491b15.rna_seq.augmented_star_gene_counts.tsv	3ebf73beefd3e40a73d0bbdad01689bc	4226785	validated
140633c2-a8e9-4a2d-a044-082cd099ff98	140633c2-a8e9-4a2d-a044-082cd099ff98/b7f29b8c-08a8-4781-ba33-5a7b6b02ad23.rna_seq.augmented_star_gene_counts.tsv	62ab2e7a471de153bbf4530d13914cd6	4232632	validated
157223aa-aab5-4522-8ff2-8104ea3561d9	157223aa-aab5-4522-8ff2-8104ea3561d9/e40ae18a-9f57-4069-b99f-260c93b52e9f.rna_seq.augmented_star_gene_counts.tsv	11b684d65c727ce1b971cdf37acb6ad2	4257201	validated
15a57d06-841c-473e-b89e-389f1df3504a	15a57d06-841c-473e-b89e-389f1df3504a/c812eb06-bd41-4919-8f6d-9ade00654a4c.rna_seq.augmented_star_gene_counts.tsv	321369cd62597fdbf015bbb7256a58f1	4239650	validated
1bcb7da3-a08e-4f9d-a960-fe7bdfe4222c	1bcb7da3-a08e-4f9d-a960-fe7bdfe4222c/7edd63ce-c5bb-4209-b8c8-98af0fae03ed.rna_seq.augmented_star_gene_counts.tsv	be54ea976ef2973cbe4920dea64398de	4230598	validated
1d8df3eb-b059-47f7-b3fa-f4eb3f568423	1d8df3eb-b059-47f7-b3fa-f4eb3f568423/d5388d2a-976f-4f08-80c2-14bbf4ccc753.rna_seq.augmented_star_gene_counts.tsv	c78bc982a993f9721ec0c36af5bcf7fe	4230852	validated
215f38d1-a17c-4189-97f6-ae20361b0f3f	215f38d1-a17c-4189-97f6-ae20361b0f3f/fdd9f9f1-8b02-4b83-a8f6-f28f968bdf54.rna_seq.augmented_star_gene_counts.tsv	84f21fd3f40729b3bd1f00daca2e8074	4248206	validated
23ab7447-ba7a-4947-bacf-2c0b209b38cf	23ab7447-ba7a-4947-bacf-2c0b209b38cf/e89ecf81-4892-48c8-be13-926f92d5ec97.rna_seq.augmented_star_gene_counts.tsv	0ed3b7ac747cca1ba51081f22c1cf742	4231458	validated
242a2880-95da-453f-892d-fafd49a4865e	242a2880-95da-453f-892d-fafd49a4865e/9301f86d-9d6f-4aa6-a640-a543b5aea5db.rna_seq.augmented_star_gene_counts.tsv	db04ade49f3788d672b6dee1d122c3e7	4261912	validated
24fa0c9f-c679-486d-846a-66fbc8d30b0a	24fa0c9f-c679-486d-846a-66fbc8d30b0a/32248a54-89ad-43a3-aa20-1c1897cb0054.rna_seq.augmented_star_gene_counts.tsv	01bfbc4564724c456574a17a4da19615	4258725	validated
25857230-7253-4929-a790-90815194b213	25857230-7253-4929-a790-90815194b213/b6e9752c-ad52-457d-a37c-78ffb7ddc520.rna_seq.augmented_star_gene_counts.tsv	a4f53cf3e7f9f8af8b7f339c48a83732	4242305	validated
2a9f6775-bb04-4262-9eb2-d64a8e027010	2a9f6775-bb04-4262-9eb2-d64a8e027010/4564496a-31da-4537-abe0-5b3f2455ed13.rna_seq.augmented_star_gene_counts.tsv	cfbc230d887e8a78009a208db0c503c2	4217797	validated
